date,open,high,low,close,volume,symbol
2023-08-09,42.5,42.67,42.0,42.13,2743022.0,WDC
2023-08-10,42.65,42.72,41.26,41.7,2914876.0,WDC
2023-08-11,41.44,41.87,41.35,41.43,1862576.0,WDC
2023-08-14,41.66,42.28,41.64,42.15,2016477.0,WDC
2023-08-15,41.79,41.82,40.58,40.6,2987708.0,WDC
2023-08-16,40.31,40.42,39.65,39.97,2366735.0,WDC
2023-08-17,40.19,40.83,39.68,39.84,2253784.0,WDC
2023-08-18,39.06,39.5,38.78,39.29,2405785.0,WDC
2023-08-21,39.24,40.0,39.1,39.95,1462238.0,WDC
2023-08-22,40.31,40.41,39.72,39.97,1836248.0,WDC
2023-08-23,39.88,40.78,39.73,40.6,1498115.0,WDC
2023-08-24,40.81,40.84,39.37,39.42,1922846.0,WDC
2023-08-25,39.48,39.57,38.39,39.04,2659561.0,WDC
2023-08-28,39.7,41.07,39.57,40.96,4268623.0,WDC
2023-08-29,40.9,41.27,40.51,41.1,2310745.0,WDC
2023-08-30,41.23,42.59,41.21,42.07,3508758.0,WDC
2023-08-31,43.36,45.18,43.32,44.55,6968597.0,WDC
2023-09-01,44.86,45.86,44.73,45.51,3226294.0,WDC
2023-09-05,44.95,45.88,44.62,45.34,4401991.0,WDC
